"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 01 15:27:30 ICT 2022","Mon Aug 01 15:28:40 ICT 2022","70599","tests.collection","test_date","BoardItemDateTest","","","test_add_new_board",""
