"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 15 14:06:31 ICT 2022","Mon Aug 15 14:06:34 ICT 2022","3231","tests.authentication","test_login","LoginTest","","","Verify test_login_invalid_password",""
"passed","Mon Aug 15 14:06:34 ICT 2022","Mon Aug 15 14:06:35 ICT 2022","662","tests.authentication","test_login","LoginTest","","","Verify test_login_successful",""
